id_pleito,tipo_interessado,interessado,cod_ibge,uf,num_pvl,status,num_processo,data_protocolo,tipo_operacao,finalidade,tipo_credor,credor,moeda,valor,pvl_assoc_divida,pvl_contradado_credor,data_status
7163,Município,São Domingos,2928950,BA,,Deferido,17944.000511/2010-54,2010-09-06T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,17/09/2010
7395,Município,Wagner,2933406,BA,,Deferido,17944.000565/2008-03,2008-04-04T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,299450.0,0,0,16/05/2008
51749,Município,América Dourada,2901155,BA,PVL02.006841/2021-43,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1790000.0,0,1,30/12/2021
7433,Estado,Bahia,29,BA,,Encaminhado à PGFN com manifestação técnica favorável,17944.000575/2012-17,2012-08-20T00:00:00Z,Operação contratual externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Banco Internacional para Reconstrução e Desenvolvimento,Dólar dos EUA,700000000.0,1,0,06/09/2012
6018,Município,Teofilândia,2931509,BA,,Deferido,17944.000256/2012-10,2012-01-18T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3000000.0,0,0,20/03/2012
7808,Município,Belo Campo,2903508,BA,,Arquivado,17944.000659/2008-74,2008-08-04T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,540200.0,0,0,30/10/2008
6710,Município,Cocos,2908101,BA,,Deferido,17944.000413/2011-06,2011-04-26T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,650000.0,1,0,09/05/2011
10747,Município,Lauro de Freitas,2919207,BA,,Deferido,17944.001273/2011-85,2012-01-20T00:00:00Z,Operação contratual interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1138293.09,1,0,08/02/2012
18640,Município,Livramento de Nossa Senhora,2919504,BA,,Deferido,19407.000077/2002-13,2003-08-31T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,240000.0,0,0,29/09/2003
18428,Município,Ipirá,2914000,BA,,Deferido,19407.000021/2002-51,2002-05-31T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,03/07/2002
18429,Município,Valença,2932903,BA,,Deferido,19407.000021/2003-31,2003-05-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1470441.0,0,0,20/06/2003
26390,Município,Planaltino,2924900,BA,PVL02.001727/2017-41,Deferido,17944.102293/2017-68,2017-12-11T14:46:43Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1800000.0,0,0,19/12/2017
31372,Município,Santa Brígida,2927606,BA,PVL02.000521/2019-65,Em retificação pelo interessado,17944.101204/2019-28,2019-04-05T11:09:11Z,Operação contratual interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Companhia de Eletricidade do Estado da Bahia,Real,48721.3,0,0,11/04/2019
18504,Município,Wenceslau Guimarães,2933505,BA,,Deferido,19407.000037/2003-44,2003-06-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,800000.0,0,0,11/07/2003
6976,Município,Santo Estêvão,2928802,BA,,Regularizado,17944.000471/2009-15,2009-12-14T00:00:00Z,Operação contratual interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Companhia de Eletricidade do Estado da Bahia,Real,116558.41,0,0,30/12/2009
18420,Município,Presidente Tancredo Neves,2925758,BA,,Deferido,19407.000019/2004-43,2004-04-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,1,0,19/05/2004
18515,Estado,Bahia,29,BA,,Deferido,19407.000040/2002-87,2002-06-21T00:00:00Z,Operação contratual interna,Preservação e recuperação ambiental,Instituição Financeira Nacional,Caixa Econômica Federal,Real,18938000.0,1,0,08/07/2002
25494,Município,Guajeru,2911659,BA,00000.000000/2029-02,Deferido,17944.000837/2017-58,2017-09-28T14:43:57Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,940755.0,0,0,06/10/2017
25443,Município,Salvador,2927408,BA,PVL02.001242/2017-57,Encaminhado à PGFN com manifestação técnica favorável,17944.000809/2017-31,2018-03-19T15:37:06Z,Operação contratual externa (com garantia da União),Multissetorial,Instituição Financeira Internacional,Banco Internacional para Reconstrução e Desenvolvimento,Dólar dos EUA,125000000.0,1,0,10/04/2018
32153,Município,Cairu,2905404,BA,PVL02.001315/2019-72,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,4480000.0,0,0,22/05/2019
33916,Município,Amargosa,2901007,BA,PVL02.002925/2019-93,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,652635.69,1,1,22/11/2019
7343,Município,Poções,2925105,BA,,Arquivado por decurso de prazo,17944.000550/2011-32,2011-10-18T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,16/01/2013
7977,Município,Abaíra,2900108,BA,,Deferido,17944.000688/2010-51,2010-05-24T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,55000.0,0,0,21/06/2010
26344,Município,América Dourada,2901155,BA,PVL02.002117/2017-64,Deferido (PVL-IF),,,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,1,25/05/2018
40753,Município,Rafael Jambeiro,2925956,BA,PVL02.009341/2019-49,Deferido,17944.104612/2019-31,2019-12-04T16:35:20Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3000000.0,0,0,09/12/2019
41758,Município,Luís Eduardo Magalhães,2919553,BA,PVL02.000461/2020-14,Deferido,17944.100573/2020-37,2020-02-12T13:23:38Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,25403041.71,0,1,17/02/2020
33908,Município,Muquém de São Francisco,2922250,BA,PVL02.002920/2019-61,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1800000.0,0,1,01/08/2019
11358,Município,Barra do Choça,2902906,BA,,Arquivado,17944.001421/2008-66,2008-07-22T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000.0,0,0,30/10/2008
9431,Município,Piraí do Norte,2924678,BA,,Regularizado,17944.000980/2012-35,2023-12-04T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,126611.6,1,0,07/12/2023
11555,Município,Caculé,2905008,BA,,Deferido,17944.001476/2007-95,2007-11-21T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,23/11/2007
22808,Município,Riachão do Jacuípe,2926301,BA,00000.000000/2033-72,Arquivado por decurso de prazo,17944.000733/2016-62,2016-05-30T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000.0,0,0,17/10/2016
42676,Município,Luís Eduardo Magalhães,2919553,BA,PVL02.001200/2020-11,Deferido,17944.102340/2020-79,2020-05-25T16:06:23Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,11000000.0,0,1,28/05/2020
10995,Município,Vitória da Conquista,2933307,BA,,Deferido,17944.001330/2011-26,2011-10-27T00:00:00Z,Operação contratual interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5024094.94,1,0,12/12/2011
42636,Município,Castro Alves,2907301,BA,PVL02.001186/2020-56,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000.0,0,1,14/05/2020
11194,Município,Antônio Cardoso,2901700,BA,,Indeferido,17944.001381/2008-52,2008-07-31T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,13/08/2008
12511,Município,Itanhém,2916005,BA,,Arquivado por decurso de prazo,17944.001703/2007-82,2008-05-20T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,15/09/2008
6400,Município,Barra do Mendes,2903003,BA,,Arquivado por decurso de prazo,17944.000337/2009-14,2009-03-30T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,400000.0,0,0,07/04/2009
25352,Município,Pedrão,2924108,BA,PVL02.001205/2017-49,Deferido,17944.000785/2017-10,2017-09-11T15:32:15Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1000000.0,0,0,20/09/2017
42864,Município,Seabra,2929909,BA,PVL02.001315/2020-14,Deferido,17944.102889/2020-63,2020-07-14T11:49:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,7500000.0,0,1,15/07/2020
11221,Município,Itatim,2916856,BA,,Arquivado,17944.001387/2008-20,2008-07-25T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,30/10/2008
12317,Município,Irará,2914505,BA,,Arquivado por decurso de prazo,17944.001657/2008-01,2008-06-16T00:00:00Z,Operação contratual interna,Caminho da Escola 4,Instituição Financeira Nacional,Banco do Brasil S/A,Real,472150.0,0,0,11/07/2008
10436,Município,Canudos,2906824,BA,,Arquivado por decurso de prazo,17944.001199/2014-40,2014-08-04T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,18/02/2015
11434,Município,Pé de Serra,2924058,BA,,Pendente de regularização,17944.001446/2011-65,2013-08-07T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,115371.05,0,0,30/05/2014
11146,Município,Serra Preta,2930402,BA,,Deferido,17944.001371/2008-17,2009-11-06T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,26/11/2009
7381,Município,Barra do Rocha,2903102,BA,,Deferido,17944.000559/2008-48,2008-08-22T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,172700.0,0,0,29/08/2008
10198,Estado,Bahia,29,BA,,Deferido,17944.001142/2010-17,2010-08-03T00:00:00Z,Operação contratual interna,PMAE,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,9905400.0,1,0,16/08/2010
11166,Município,Bom Jesus da Lapa,2903904,BA,,Deferido,17944.001375/2009-86,2010-09-08T00:00:00Z,Operação contratual interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000.0,0,0,30/09/2010
21674,Município,Camaçari,2905701,BA,00000.000000/2026-47,Deferido,17944.000248/2016-99,2016-04-20T00:00:00Z,Operação contratual interna,PMAT,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9848299.0,1,1,17/05/2016
18424,Município,Candeias,2906501,BA,,Deferido,19407.000020/2003-97,2003-05-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2775000.0,0,0,13/06/2003
9216,Município,Igrapiúna,2913457,BA,,Pendente de regularização,17944.000929/2012-23,2016-01-11T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,94971.7,0,0,13/10/2016
10431,Estado,Bahia,29,BA,,Encaminhado à PGFN com manifestação técnica favorável,17944.001198/2012-33,2013-07-04T00:00:00Z,Operação contratual externa (com garantia da União),Multissetorial,Instituição Financeira Internacional,Banco Interamericano de Desenvolvimento,Dólar dos EUA,50822905.0,1,0,09/08/2013
10453,Município,Serrinha,2930501,BA,,Regularizado,17944.001203/2012-16,2013-07-12T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,329342.05,0,0,14/08/2013
10462,Município,Mirangaba,2921401,BA,,Arquivado por decurso de prazo,17944.001205/2013-88,2013-11-21T00:00:00Z,Operação contratual interna,Provias 2012,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1250000.0,0,0,15/09/2014
10877,Município,Mairi,2920106,BA,,Deferido,17944.001306/2008-91,2008-07-09T00:00:00Z,Operação contratual interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,565000.0,1,0,23/07/2008
11055,Município,Santana,2928208,BA,,Deferido,17944.001347/2009-69,2010-04-28T00:00:00Z,Operação contratual interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,996264.0,0,0,26/05/2010
27353,Município,Amargosa,2901007,BA,PVL02.002662/2017-51,Arquivado por decurso de prazo,17944.100262/2018-53,2017-12-29T11:25:41Z,Operação contratual interna,Multissetorial,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4350000.0,0,0,14/08/2018
10415,Município,Mucuri,2922003,BA,,Deferido,17944.001194/2010-93,2010-08-30T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,550000.0,1,0,03/09/2010
19286,Município,Ibirapuã,2912806,BA,00000.000000/2011-21,Deferido,17944.000634/2015-08,2015-09-10T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1400000.0,0,0,06/10/2015
11509,Município,Itagibá,2915205,BA,,Deferido,17944.001464/2014-90,2014-09-23T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3500000.0,0,0,06/10/2014
11521,Município,Conde,2908606,BA,,Deferido,17944.001467/2007-02,2007-10-25T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,12/11/2007
11073,Município,Feira de Santana,2910800,BA,,Deferido,17944.001352/2013-58,2013-10-10T00:00:00Z,Operação contratual interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,90107500.0,1,0,14/11/2013
11724,Município,São Félix,2929008,BA,,Arquivado por decurso de prazo,17944.001511/2011-52,2011-09-06T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,650000.0,0,0,15/01/2013
11700,Município,Conceição do Jacuípe,2908507,BA,,Arquivado,17944.001506/2008-44,2008-09-22T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000.0,0,0,22/12/2008
13051,Município,Barra da Estiva,2902807,BA,,Deferido,17944.001896/2011-58,2012-03-27T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,10/05/2012
13068,Município,Senhor do Bonfim,2930105,BA,,Arquivado,17944.001902/2006-18,2007-01-08T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,858000.0,0,0,05/10/2007
20959,Município,Bom Jesus da Lapa,2903904,BA,00000.000000/2021-67,Deferido,17944.000008/2016-94,2016-05-16T00:00:00Z,Operação contratual interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3000000.0,1,0,06/06/2016
10728,Município,Mata de São João,2921005,BA,,Deferido,17944.001269/2007-31,2007-08-23T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,820000.0,1,0,10/09/2007
11320,Município,Guanambi,2911709,BA,,Deferido,17944.001411/2010-45,2011-03-21T00:00:00Z,Operação contratual interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,2500000.0,0,0,24/03/2011
11985,Município,Valença,2932903,BA,,Deferido,17944.001574/2009-94,2009-12-07T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1986000.0,0,0,17/12/2009
18559,Estado,Bahia,29,BA,,Deferido,19407.000051/2002-67,2002-06-11T00:00:00Z,Operação contratual interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,19835970.0,1,0,08/07/2002
18567,Estado,Bahia,29,BA,,Deferido,19407.000053/2002-56,2002-06-17T00:00:00Z,Operação contratual interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2039426.01,1,0,03/07/2002
18571,Estado,Bahia,29,BA,,Deferido,19407.000054/2002-09,2002-06-17T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,179752.25,1,0,08/07/2002
6923,Município,Capim Grosso,2906873,BA,,Arquivado por decurso de prazo,17944.000459/2014-60,2015-08-27T00:00:00Z,Operação contratual interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,11363618.03,0,0,14/10/2016
11142,Município,Jacaraci,2917409,BA,,Arquivado por decurso de prazo,17944.001370/2010-97,2011-08-30T00:00:00Z,Operação contratual interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,540000.0,0,0,15/01/2013
18385,Município,Nilo Peçanha,2922607,BA,,Deferido,19407.000012/2003-41,2003-04-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,525000.0,0,0,20/05/2003
18390,Município,Belmonte,2903409,BA,,Deferido,19407.000013/2003-95,2003-04-30T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1700000.0,1,0,20/05/2003
18611,Município,Paratinga,2923704,BA,,Deferido,19407.000065/2002-81,2002-06-28T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,29/07/2004
18631,Município,Cruz Das Almas,2909802,BA,,Deferido,19407.000072/2003-63,2003-12-31T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,23/01/2004
69258,Município,Cipó,2907905,BA,PVL02.001526/2024-72,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,491000.0,0,1,14/08/2024
68774,Município,Cardeal da Silva,2907004,BA,PVL02.001082/2024-75,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2000000.0,0,0,29/05/2024
61161,Município,Itaguaçu da Bahia,2915353,BA,PVL02.007452/2022-16,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,4800000.0,0,1,12/08/2022
69000,Município,Barreiras,2903201,BA,PVL02.001207/2024-67,Arquivado por decurso de prazo,17944.003747/2024-48,2024-08-29T14:12:30Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,10000000.0,0,0,14/02/2025
5259,Município,Teixeira de Freitas,2931350,BA,,Arquivado por decurso de prazo,17944.000071/2012-05,2012-11-07T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3320000.0,0,0,12/08/2013
9046,Município,Camaçari,2905701,BA,,Deferido,17944.000892/2012-33,2012-06-15T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5000000.0,0,0,06/07/2012
44789,Município,Cristópolis,2909703,BA,PVL02.001040/2021-91,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1400000.0,0,1,18/10/2021
67366,Município,Ibicuí,2912301,BA,PVL02.004244/2023-46,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2200000.0,0,0,26/12/2023
5101,Município,Ourolândia,2923357,BA,,Deferido,17944.000038/2008-91,2008-01-30T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,362370.0,0,0,15/02/2008
5642,Município,São Gabriel,2929255,BA,,Deferido,17944.000161/2008-10,2008-04-09T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,300690.0,0,0,29/04/2008
5647,Município,Tremedal,2931806,BA,,Deferido,17944.000162/2008-56,2008-04-04T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,268570.0,0,0,30/04/2008
67082,Município,Riacho de Santana,2926400,BA,PVL02.004012/2023-98,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,5000000.0,0,1,30/11/2023
66768,Município,Lajedo do Tabocal,2919058,BA,PVL02.003737/2023-69,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1050000.0,0,0,27/09/2023
68727,Município,Serrinha,2930501,BA,PVL02.001050/2024-70,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,9820900.0,0,1,21/08/2024
68944,Município,Jussari,2918555,BA,PVL02.001250/2024-22,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,2021076.0,0,1,23/07/2024
68945,Município,Ibirapuã,2912806,BA,PVL02.001251/2024-77,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1500000.0,0,1,28/06/2024
8003,Município,São José do Jacuípe,2929370,BA,,Deferido,17944.000693/2010-63,2010-11-16T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,900000.0,0,0,17/12/2010
67306,Município,Santo Antônio de Jesus,2928703,BA,PVL02.004228/2023-53,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,4000000.0,0,1,23/05/2024
65893,Município,Água Fria,2900405,BA,PVL02.002904/2023-54,Deferido (PVL-IF),,,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1417000.0,0,1,18/08/2023
6925,Município,Itambé,2915809,BA,,Deferido,17944.000460/2008-46,2008-04-04T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,14/05/2008
6386,Município,Paratinga,2923704,BA,,Arquivado por decurso de prazo,17944.000334/2008-91,2008-04-01T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,800000.0,0,0,18/04/2008
28477,Município,Barra do Rocha,2903102,BA,PVL02.000965/2018-10,Deferido,17944.104366/2018-37,2018-05-25T07:59:02Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1130589.88,0,0,30/05/2018
29429,Município,Ribeira do Pombal,2926608,BA,PVL02.001982/2018-74,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5000000.0,0,1,28/08/2018
45629,Município,Anguera,2901502,BA,PVL02.001282/2021-85,Encaminhado à PGFN com manifestação técnica favorável,17944.102771/2021-16,2022-12-08T07:51:49Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000.0,0,1,28/12/2022
66439,Município,Itabuna,2914802,BA,PVL02.003303/2023-69,Encaminhado à PGFN com manifestação técnica favorável,17944.102831/2023-62,2023-10-20T16:12:53Z,Operação contratual externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Fundo Financeiro para o Desenvolvimento da Bacia do Prata,Dólar dos EUA,30000000.0,0,0,03/11/2023
62073,Município,Cipó,2907905,BA,PVL02.008364/2022-31,Deferido (PVL-IF),,,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,1400000.0,0,1,21/11/2022
49930,Município,Brumado,2904605,BA,PVL02.002657/2021-24,Deferido,17944.104204/2021-02,2021-12-16T19:47:11Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,23000000.0,0,1,23/12/2021
7624,Município,Mata de São João,2921005,BA,,Deferido,17944.000622/2009-27,2010-04-23T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,902800.0,1,0,25/05/2010
6159,Município,Uauá,2932002,BA,,Arquivado por decurso de prazo,17944.000289/2008-75,2008-04-14T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,539700.0,0,0,09/05/2008
28674,Município,Central,2907608,BA,PVL02.001246/2018-16,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2172439.17,0,1,26/06/2018
